"","Subject","Activity","Measurements","Mean"
"3660",10,"WALKING_UPSTAIRS","tBodyGyro-mean()-Z",0.093640894
"3661",11,"LAYING","tBodyGyro-mean()-Z",0.086290844
"3662",11,"SITTING","tBodyGyro-mean()-Z",0.08610857
"3663",11,"STANDING","tBodyGyro-mean()-Z",0.087419159
"3664",11,"WALKING","tBodyGyro-mean()-Z",0.10302524
"3665",11,"WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.0440261995
"3666",11,"WALKING_UPSTAIRS","tBodyGyro-mean()-Z",0.0578135575
"3667",12,"LAYING","tBodyGyro-mean()-Z",0.087052135
"3668",12,"SITTING","tBodyGyro-mean()-Z",0.086191395
"3669",12,"STANDING","tBodyGyro-mean()-Z",0.087050379
"3670",12,"WALKING","tBodyGyro-mean()-Z",0.094376302
"3671",12,"WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.0874891965
"3672",12,"WALKING_UPSTAIRS","tBodyGyro-mean()-Z",0.0753749975
"3673",13,"LAYING","tBodyGyro-mean()-Z",0.085002308
"3674",13,"SITTING","tBodyGyro-mean()-Z",0.087321956
"3675",13,"STANDING","tBodyGyro-mean()-Z",0.0890541
"3676",13,"WALKING","tBodyGyro-mean()-Z",0.092216686
"3677",13,"WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.08598668
"3678",13,"WALKING_UPSTAIRS","tBodyGyro-mean()-Z",0.058601146
"3679",14,"LAYING","tBodyGyro-mean()-Z",0.086241542
"3680",14,"SITTING","tBodyGyro-mean()-Z",0.0881864205
"3681",14,"STANDING","tBodyGyro-mean()-Z",0.086298105
"3682",14,"WALKING","tBodyGyro-mean()-Z",0.081427686
"3683",14,"WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.039921482
"3684",14,"WALKING_UPSTAIRS","tBodyGyro-mean()-Z",-0.117913545
"3685",15,"LAYING","tBodyGyro-mean()-Z",0.085743337
"3686",15,"SITTING","tBodyGyro-mean()-Z",0.087234121
"3687",15,"STANDING","tBodyGyro-mean()-Z",0.085027358
"3688",15,"WALKING","tBodyGyro-mean()-Z",0.0910775175
"3689",15,"WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.058610438
"3690",15,"WALKING_UPSTAIRS","tBodyGyro-mean()-Z",0.093742629
"3691",16,"LAYING","tBodyGyro-mean()-Z",0.0865441865
"3692",16,"SITTING","tBodyGyro-mean()-Z",0.08614318
"3693",16,"STANDING","tBodyGyro-mean()-Z",0.0859333195
"3694",16,"WALKING","tBodyGyro-mean()-Z",0.083045436
"3695",16,"WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.086827514
"3696",16,"WALKING_UPSTAIRS","tBodyGyro-mean()-Z",-0.035930855
"3697",17,"LAYING","tBodyGyro-mean()-Z",0.086604636
"3698",17,"SITTING","tBodyGyro-mean()-Z",0.0863433275
"3699",17,"STANDING","tBodyGyro-mean()-Z",0.086935462
"3700",17,"WALKING","tBodyGyro-mean()-Z",0.087995225
"3701",17,"WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.055550005
"3702",17,"WALKING_UPSTAIRS","tBodyGyro-mean()-Z",0.0112211223
"3703",18,"LAYING","tBodyGyro-mean()-Z",0.086100067
"3704",18,"SITTING","tBodyGyro-mean()-Z",0.087015718
"3705",18,"STANDING","tBodyGyro-mean()-Z",0.086863453
"3706",18,"WALKING","tBodyGyro-mean()-Z",0.094790301
"3707",18,"WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.090461122
"3708",18,"WALKING_UPSTAIRS","tBodyGyro-mean()-Z",0.070581807
"3709",19,"LAYING","tBodyGyro-mean()-Z",0.087148196
"3710",19,"SITTING","tBodyGyro-mean()-Z",0.085809274
"3711",19,"STANDING","tBodyGyro-mean()-Z",0.085989183
"3712",19,"WALKING","tBodyGyro-mean()-Z",0.079498343
"3713",19,"WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.13192213
"3714",19,"WALKING_UPSTAIRS","tBodyGyro-mean()-Z",0.011504177
"3715",20,"LAYING","tBodyGyro-mean()-Z",0.085596996
"3716",20,"SITTING","tBodyGyro-mean()-Z",0.0882794655
"3717",20,"STANDING","tBodyGyro-mean()-Z",0.086041819
"3718",20,"WALKING","tBodyGyro-mean()-Z",0.089227521
"3719",20,"WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.097803528
"3720",20,"WALKING_UPSTAIRS","tBodyGyro-mean()-Z",0.063251486
"3721",21,"LAYING","tBodyGyro-mean()-Z",0.086276105
"3722",21,"SITTING","tBodyGyro-mean()-Z",0.086625944
"3723",21,"STANDING","tBodyGyro-mean()-Z",0.086447213
"3724",21,"WALKING","tBodyGyro-mean()-Z",0.0834897505
"3725",21,"WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.12926445
"3726",21,"WALKING_UPSTAIRS","tBodyGyro-mean()-Z",-0.019995935
"3727",22,"LAYING","tBodyGyro-mean()-Z",0.086985106
"3728",22,"SITTING","tBodyGyro-mean()-Z",0.087460885
"3729",22,"STANDING","tBodyGyro-mean()-Z",0.082950988
"3730",22,"WALKING","tBodyGyro-mean()-Z",0.079359126
"3731",22,"WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.052078772
"3732",22,"WALKING_UPSTAIRS","tBodyGyro-mean()-Z",0.0497078455
"3733",23,"LAYING","tBodyGyro-mean()-Z",0.085660925
"3734",23,"SITTING","tBodyGyro-mean()-Z",0.086818486
"3735",23,"STANDING","tBodyGyro-mean()-Z",0.0833373675
"3736",23,"WALKING","tBodyGyro-mean()-Z",0.10052083
"3737",23,"WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.091425987
"3738",23,"WALKING_UPSTAIRS","tBodyGyro-mean()-Z",-0.063571367
"3739",24,"LAYING","tBodyGyro-mean()-Z",0.086312832
"3740",24,"SITTING","tBodyGyro-mean()-Z",0.0863147265
"3741",24,"STANDING","tBodyGyro-mean()-Z",0.084389477
"3742",24,"WALKING","tBodyGyro-mean()-Z",0.0959625535
"3743",24,"WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.08891241
"3744",24,"WALKING_UPSTAIRS","tBodyGyro-mean()-Z",0.037693886
"3745",25,"LAYING","tBodyGyro-mean()-Z",0.08888704
"3746",25,"SITTING","tBodyGyro-mean()-Z",0.086130226
"3747",25,"STANDING","tBodyGyro-mean()-Z",0.085806898
"3748",25,"WALKING","tBodyGyro-mean()-Z",0.0838142945
"3749",25,"WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.096919645
"3750",25,"WALKING_UPSTAIRS","tBodyGyro-mean()-Z",0.077871608
"3751",26,"LAYING","tBodyGyro-mean()-Z",0.0864871895
"3752",26,"SITTING","tBodyGyro-mean()-Z",0.087039066
"3753",26,"STANDING","tBodyGyro-mean()-Z",0.0850861665
"3754",26,"WALKING","tBodyGyro-mean()-Z",0.086919785
"3755",26,"WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.084860662
"3756",26,"WALKING_UPSTAIRS","tBodyGyro-mean()-Z",0.051930322
"3757",27,"LAYING","tBodyGyro-mean()-Z",0.086588886
"3758",27,"SITTING","tBodyGyro-mean()-Z",0.0866444735
"3759",27,"STANDING","tBodyGyro-mean()-Z",0.085116654
"3760",27,"WALKING","tBodyGyro-mean()-Z",0.092504523
"3761",27,"WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.112759985
"3762",27,"WALKING_UPSTAIRS","tBodyGyro-mean()-Z",0.13374514
"3763",28,"LAYING","tBodyGyro-mean()-Z",0.086786544
"3764",28,"SITTING","tBodyGyro-mean()-Z",0.08569924
"3765",28,"STANDING","tBodyGyro-mean()-Z",0.086262906
"3766",28,"WALKING","tBodyGyro-mean()-Z",0.08662835
"3767",28,"WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.12701177
"3768",28,"WALKING_UPSTAIRS","tBodyGyro-mean()-Z",0.069307772
"3769",29,"LAYING","tBodyGyro-mean()-Z",0.086546481
"3770",29,"SITTING","tBodyGyro-mean()-Z",0.086001857
"3771",29,"STANDING","tBodyGyro-mean()-Z",0.085129235
"3772",29,"WALKING","tBodyGyro-mean()-Z",0.085762766
"3773",29,"WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.071581536
"3774",29,"WALKING_UPSTAIRS","tBodyGyro-mean()-Z",0.085677823
"3775",30,"LAYING","tBodyGyro-mean()-Z",0.084749882
"3776",30,"SITTING","tBodyGyro-mean()-Z",0.0872418815
"3777",30,"STANDING","tBodyGyro-mean()-Z",0.086884899
"3778",30,"WALKING","tBodyGyro-mean()-Z",0.089011825
"3779",30,"WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.0943874015
"3780",30,"WALKING_UPSTAIRS","tBodyGyro-mean()-Z",0.091716118
"3781",1,"LAYING","tBodyGyro-std()-X",-0.97684234
"3782",1,"SITTING","tBodyGyro-std()-X",-0.99735086
"3783",1,"STANDING","tBodyGyro-std()-X",-0.99088198
"3784",1,"WALKING","tBodyGyro-std()-X",-0.48169764
"3785",1,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.39244675
"3786",1,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.5893452
"3787",2,"LAYING","tBodyGyro-std()-X",-0.99537465
"3788",2,"SITTING","tBodyGyro-std()-X",-0.992962005
"3789",2,"STANDING","tBodyGyro-std()-X",-0.98526545
"3790",2,"WALKING","tBodyGyro-std()-X",-0.56562245
"3791",2,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.326839
"3792",2,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.402861035
"3793",3,"LAYING","tBodyGyro-std()-X",-0.98446733
"3794",3,"SITTING","tBodyGyro-std()-X",-0.989115385
"3795",3,"STANDING","tBodyGyro-std()-X",-0.91512345
"3796",3,"WALKING","tBodyGyro-std()-X",-0.578268575
"3797",3,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.2776826
"3798",3,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.46447703
"3799",4,"LAYING","tBodyGyro-std()-X",-0.987651825
"3800",4,"SITTING","tBodyGyro-std()-X",-0.981254685
"3801",4,"STANDING","tBodyGyro-std()-X",-0.9312869
"3802",4,"WALKING","tBodyGyro-std()-X",-0.51328167
"3803",4,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.34680863
"3804",4,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.45322847
"3805",5,"LAYING","tBodyGyro-std()-X",-0.987138265
"3806",5,"SITTING","tBodyGyro-std()-X",-0.98220419
"3807",5,"STANDING","tBodyGyro-std()-X",-0.95506778
"3808",5,"WALKING","tBodyGyro-std()-X",-0.506781995
"3809",5,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.47324922
"3810",5,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.44769363
"3811",6,"LAYING","tBodyGyro-std()-X",-0.97655909
"3812",6,"SITTING","tBodyGyro-std()-X",-0.97227721
"3813",6,"STANDING","tBodyGyro-std()-X",-0.96683436
"3814",6,"WALKING","tBodyGyro-std()-X",-0.4565896
"3815",6,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.17120258
"3816",6,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.34654438
"3817",7,"LAYING","tBodyGyro-std()-X",-0.978054815
"3818",7,"SITTING","tBodyGyro-std()-X",-0.986736315
"3819",7,"STANDING","tBodyGyro-std()-X",-0.96613118
"3820",7,"WALKING","tBodyGyro-std()-X",-0.4849824
"3821",7,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.42454729
"3822",7,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.36832448
"3823",8,"LAYING","tBodyGyro-std()-X",-0.980040705
"3824",8,"SITTING","tBodyGyro-std()-X",-0.9954933
"3825",8,"STANDING","tBodyGyro-std()-X",-0.98781616
"3826",8,"WALKING","tBodyGyro-std()-X",-0.183421545
"3827",8,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.205551765
"3828",8,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.33423918
"3829",9,"LAYING","tBodyGyro-std()-X",-0.954409385
"3830",9,"SITTING","tBodyGyro-std()-X",-0.973438175
"3831",9,"STANDING","tBodyGyro-std()-X",-0.96152918
"3832",9,"WALKING","tBodyGyro-std()-X",-0.480062735
"3833",9,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.43104417
"3834",9,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.33982108
"3835",10,"LAYING","tBodyGyro-std()-X",-0.98531439
"3836",10,"SITTING","tBodyGyro-std()-X",-0.99747335
"3837",10,"STANDING","tBodyGyro-std()-X",-0.94861967
"3838",10,"WALKING","tBodyGyro-std()-X",-0.41728751
"3839",10,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.3116772
"3840",10,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.31494997
"3841",11,"LAYING","tBodyGyro-std()-X",-0.99389838
"3842",11,"SITTING","tBodyGyro-std()-X",-0.99140988
"3843",11,"STANDING","tBodyGyro-std()-X",-0.98754125
"3844",11,"WALKING","tBodyGyro-std()-X",-0.59199476
"3845",11,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.36883905
"3846",11,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.48085251
"3847",12,"LAYING","tBodyGyro-std()-X",-0.97880702
"3848",12,"SITTING","tBodyGyro-std()-X",-0.98303497
"3849",12,"STANDING","tBodyGyro-std()-X",-0.94864618
"3850",12,"WALKING","tBodyGyro-std()-X",-0.546915385
"3851",12,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.38743791
"3852",12,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.56308854
"3853",13,"LAYING","tBodyGyro-std()-X",-0.976463805
"3854",13,"SITTING","tBodyGyro-std()-X",-0.9937116
"3855",13,"STANDING","tBodyGyro-std()-X",-0.9759856
"3856",13,"WALKING","tBodyGyro-std()-X",-0.4414534
"3857",13,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.3826824
"3858",13,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.53519777
"3859",14,"LAYING","tBodyGyro-std()-X",-0.96807425
"3860",14,"SITTING","tBodyGyro-std()-X",-0.99139044
"3861",14,"STANDING","tBodyGyro-std()-X",-0.969668365
"3862",14,"WALKING","tBodyGyro-std()-X",-0.5977123
"3863",14,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.29982605
"3864",14,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.462714215
"3865",15,"LAYING","tBodyGyro-std()-X",-0.984865875
"3866",15,"SITTING","tBodyGyro-std()-X",-0.99488646
"3867",15,"STANDING","tBodyGyro-std()-X",-0.97741401
"3868",15,"WALKING","tBodyGyro-std()-X",-0.32272462
"3869",15,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.347565965
"3870",15,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.43993407
"3871",16,"LAYING","tBodyGyro-std()-X",-0.983057425
"3872",16,"SITTING","tBodyGyro-std()-X",-0.99617552
"3873",16,"STANDING","tBodyGyro-std()-X",-0.988582515
"3874",16,"WALKING","tBodyGyro-std()-X",-0.65418133
"3875",16,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.41197483
"3876",16,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.50020624
"3877",17,"LAYING","tBodyGyro-std()-X",-0.99032551
"3878",17,"SITTING","tBodyGyro-std()-X",-0.99713129
"3879",17,"STANDING","tBodyGyro-std()-X",-0.991230725
"3880",17,"WALKING","tBodyGyro-std()-X",-0.50419128
"3881",17,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.414788545
"3882",17,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.52426366
"3883",18,"LAYING","tBodyGyro-std()-X",-0.99555929
"3884",18,"SITTING","tBodyGyro-std()-X",-0.99584454
"3885",18,"STANDING","tBodyGyro-std()-X",-0.97514832
"3886",18,"WALKING","tBodyGyro-std()-X",-0.713770815
"3887",18,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.55874591
"3888",18,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.64454959
"3889",19,"LAYING","tBodyGyro-std()-X",-0.98642404
"3890",19,"SITTING","tBodyGyro-std()-X",-0.98928795
"3891",19,"STANDING","tBodyGyro-std()-X",-0.97560979
"3892",19,"WALKING","tBodyGyro-std()-X",-0.051759077
"3893",19,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",0.22313224
"3894",19,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.44254535
"3895",20,"LAYING","tBodyGyro-std()-X",-0.99123614
"3896",20,"SITTING","tBodyGyro-std()-X",-0.985665865
"3897",20,"STANDING","tBodyGyro-std()-X",-0.88980896
"3898",20,"WALKING","tBodyGyro-std()-X",-0.22770458
"3899",20,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.21900665
"3900",20,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.47346935
"3901",21,"LAYING","tBodyGyro-std()-X",-0.98941406
"3902",21,"SITTING","tBodyGyro-std()-X",-0.99401138
"3903",21,"STANDING","tBodyGyro-std()-X",-0.98116818
"3904",21,"WALKING","tBodyGyro-std()-X",-0.43407446
"3905",21,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.44742723
"3906",21,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.54574649
"3907",22,"LAYING","tBodyGyro-std()-X",-0.98421807
"3908",22,"SITTING","tBodyGyro-std()-X",-0.9923443
"3909",22,"STANDING","tBodyGyro-std()-X",-0.92984179
"3910",22,"WALKING","tBodyGyro-std()-X",-0.315619065
"3911",22,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.238801425
"3912",22,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.294306915
"3913",23,"LAYING","tBodyGyro-std()-X",-0.98589318
"3914",23,"SITTING","tBodyGyro-std()-X",-0.99042206
"3915",23,"STANDING","tBodyGyro-std()-X",-0.971872485
"3916",23,"WALKING","tBodyGyro-std()-X",-0.50559565
"3917",23,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.46326206
"3918",23,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.58791145
"3919",24,"LAYING","tBodyGyro-std()-X",-0.989778305
"3920",24,"SITTING","tBodyGyro-std()-X",-0.993490535
"3921",24,"STANDING","tBodyGyro-std()-X",-0.97140612
"3922",24,"WALKING","tBodyGyro-std()-X",-0.59125538
"3923",24,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.45411723
"3924",24,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.60805203
"3925",25,"LAYING","tBodyGyro-std()-X",-0.90904522
"3926",25,"SITTING","tBodyGyro-std()-X",-0.99614866
"3927",25,"STANDING","tBodyGyro-std()-X",-0.98084993
"3928",25,"WALKING","tBodyGyro-std()-X",-0.41219114
"3929",25,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.29735573
"3930",25,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.53401579
"3931",26,"LAYING","tBodyGyro-std()-X",-0.996265765
"3932",26,"SITTING","tBodyGyro-std()-X",-0.99708496
"3933",26,"STANDING","tBodyGyro-std()-X",-0.985512675
"3934",26,"WALKING","tBodyGyro-std()-X",-0.47601027
"3935",26,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.34908417
"3936",26,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.57638493
"3937",27,"LAYING","tBodyGyro-std()-X",-0.995370565
"3938",27,"SITTING","tBodyGyro-std()-X",-0.99526889
"3939",27,"STANDING","tBodyGyro-std()-X",-0.983525765
"3940",27,"WALKING","tBodyGyro-std()-X",-0.61678696
"3941",27,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.38293648
"3942",27,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.60051804
"3943",28,"LAYING","tBodyGyro-std()-X",-0.979229905
"3944",28,"SITTING","tBodyGyro-std()-X",-0.98783763
"3945",28,"STANDING","tBodyGyro-std()-X",-0.92497562
"3946",28,"WALKING","tBodyGyro-std()-X",-0.520304555
"3947",28,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.247399925
"3948",28,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.51478582
"3949",29,"LAYING","tBodyGyro-std()-X",-0.99791209
"3950",29,"SITTING","tBodyGyro-std()-X",-0.995492715
"3951",29,"STANDING","tBodyGyro-std()-X",-0.98622003
"3952",29,"WALKING","tBodyGyro-std()-X",-0.59751341
"3953",29,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.21746681
"3954",29,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.42709023
"3955",30,"LAYING","tBodyGyro-std()-X",-0.98684594
"3956",30,"SITTING","tBodyGyro-std()-X",-0.994837255
"3957",30,"STANDING","tBodyGyro-std()-X",-0.92979272
"3958",30,"WALKING","tBodyGyro-std()-X",-0.40852226
"3959",30,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.33239819
"3960",30,"WALKING_UPSTAIRS","tBodyGyro-std()-X",-0.52923252
"3961",1,"LAYING","tBodyGyro-std()-Y",-0.992602475
"3962",1,"SITTING","tBodyGyro-std()-Y",-0.99424221
"3963",1,"STANDING","tBodyGyro-std()-Y",-0.99289135
"3964",1,"WALKING","tBodyGyro-std()-Y",-0.061530134
"3965",1,"WALKING_DOWNSTAIRS","tBodyGyro-std()-Y",-0.13965682
"3966",1,"WALKING_UPSTAIRS","tBodyGyro-std()-Y",0.0065099818
"3967",2,"LAYING","tBodyGyro-std()-Y",-0.9891457
"3968",2,"SITTING","tBodyGyro-std()-Y",-0.983881985
"3969",2,"STANDING","tBodyGyro-std()-Y",-0.98461863
"3970",2,"WALKING","tBodyGyro-std()-Y",-0.54368081
"3971",2,"WALKING_DOWNSTAIRS","tBodyGyro-std()-Y",-0.41249567
"3972",2,"WALKING_UPSTAIRS","tBodyGyro-std()-Y",-0.46313247
"3973",3,"LAYING","tBodyGyro-std()-Y",-0.988372025
"3974",3,"SITTING","tBodyGyro-std()-Y",-0.979020505
"3975",3,"STANDING","tBodyGyro-std()-Y",-0.94030764
"3976",3,"WALKING","tBodyGyro-std()-Y",-0.56976569
"3977",3,"WALKING_DOWNSTAIRS","tBodyGyro-std()-Y",-0.55358679
"3978",3,"WALKING_UPSTAIRS","tBodyGyro-std()-Y",-0.58809509
"3979",4,"LAYING","tBodyGyro-std()-Y",-0.968968575
"3980",4,"SITTING","tBodyGyro-std()-Y",-0.96995619
"3981",4,"STANDING","tBodyGyro-std()-Y",-0.96733833
"3982",4,"WALKING","tBodyGyro-std()-Y",-0.66403697
"3983",4,"WALKING_DOWNSTAIRS","tBodyGyro-std()-Y",-0.7030946
"3984",4,"WALKING_UPSTAIRS","tBodyGyro-std()-Y",-0.55621049
"3985",5,"LAYING","tBodyGyro-std()-Y",-0.98028396
"3986",5,"SITTING","tBodyGyro-std()-Y",-0.975393835
"3987",5,"STANDING","tBodyGyro-std()-Y",-0.952232035
"3988",5,"WALKING","tBodyGyro-std()-Y",-0.50504435
"3989",5,"WALKING_DOWNSTAIRS","tBodyGyro-std()-Y",-0.4122238
"3990",5,"WALKING_UPSTAIRS","tBodyGyro-std()-Y",-0.43493767
"3991",6,"LAYING","tBodyGyro-std()-Y",-0.96342846
"3992",6,"SITTING","tBodyGyro-std()-Y",-0.96009309
"3993",6,"STANDING","tBodyGyro-std()-Y",-0.96417976
"3994",6,"WALKING","tBodyGyro-std()-Y",-0.33805272
"3995",6,"WALKING_DOWNSTAIRS","tBodyGyro-std()-Y",-0.258164595
"3996",6,"WALKING_UPSTAIRS","tBodyGyro-std()-Y",-0.34097767
"3997",7,"LAYING","tBodyGyro-std()-Y",-0.95419801
"3998",7,"SITTING","tBodyGyro-std()-Y",-0.976434715
"3999",7,"STANDING","tBodyGyro-std()-Y",-0.96732339
"4000",7,"WALKING","tBodyGyro-std()-Y",-0.23694482
"4001",7,"WALKING_DOWNSTAIRS","tBodyGyro-std()-Y",-0.28150242
"4002",7,"WALKING_UPSTAIRS","tBodyGyro-std()-Y",-0.56897837
"4003",8,"LAYING","tBodyGyro-std()-Y",-0.958632335
"4004",8,"SITTING","tBodyGyro-std()-Y",-0.98625003
"4005",8,"STANDING","tBodyGyro-std()-Y",-0.98982023
"4006",8,"WALKING","tBodyGyro-std()-Y",-0.2083899
"4007",8,"WALKING_DOWNSTAIRS","tBodyGyro-std()-Y",0.00184642815
"4008",8,"WALKING_UPSTAIRS","tBodyGyro-std()-Y",-0.088475846
"4009",9,"LAYING","tBodyGyro-std()-Y",-0.939980065
"4010",9,"SITTING","tBodyGyro-std()-Y",-0.9559806
"4011",9,"STANDING","tBodyGyro-std()-Y",-0.97255904
"4012",9,"WALKING","tBodyGyro-std()-Y",-0.46402449
"4013",9,"WALKING_DOWNSTAIRS","tBodyGyro-std()-Y",-0.320371975
"4014",9,"WALKING_UPSTAIRS","tBodyGyro-std()-Y",-0.50047358
"4015",10,"LAYING","tBodyGyro-std()-Y",-0.968312785
"4016",10,"SITTING","tBodyGyro-std()-Y",-0.99539966
"4017",10,"STANDING","tBodyGyro-std()-Y",-0.976267515
"4018",10,"WALKING","tBodyGyro-std()-Y",-0.26921689
"4019",10,"WALKING_DOWNSTAIRS","tBodyGyro-std()-Y",-0.314761125
"4020",10,"WALKING_UPSTAIRS","tBodyGyro-std()-Y",0.023183834
"4021",11,"LAYING","tBodyGyro-std()-Y",-0.99765929
"4022",11,"SITTING","tBodyGyro-std()-Y",-0.98839118
"4023",11,"STANDING","tBodyGyro-std()-Y",-0.99604742
"4024",11,"WALKING","tBodyGyro-std()-Y",-0.50314904
"4025",11,"WALKING_DOWNSTAIRS","tBodyGyro-std()-Y",-0.499492825
"4026",11,"WALKING_UPSTAIRS","tBodyGyro-std()-Y",-0.266812135
"4027",12,"LAYING","tBodyGyro-std()-Y",-0.96452791
"4028",12,"SITTING","tBodyGyro-std()-Y",-0.97170771
"4029",12,"STANDING","tBodyGyro-std()-Y",-0.97436999
"4030",12,"WALKING","tBodyGyro-std()-Y",-0.464516605
"4031",12,"WALKING_DOWNSTAIRS","tBodyGyro-std()-Y",-0.4644584
"4032",12,"WALKING_UPSTAIRS","tBodyGyro-std()-Y",-0.52614121
"4033",13,"LAYING","tBodyGyro-std()-Y",-0.96880834
"4034",13,"SITTING","tBodyGyro-std()-Y",-0.98778003
"4035",13,"STANDING","tBodyGyro-std()-Y",-0.98131568
"4036",13,"WALKING","tBodyGyro-std()-Y",-0.25445866
"4037",13,"WALKING_DOWNSTAIRS","tBodyGyro-std()-Y",-0.24076349
"4038",13,"WALKING_UPSTAIRS","tBodyGyro-std()-Y",-0.40153426
"4039",14,"LAYING","tBodyGyro-std()-Y",-0.95673437
"4040",14,"SITTING","tBodyGyro-std()-Y",-0.97682882
"4041",14,"STANDING","tBodyGyro-std()-Y",-0.97099882
"4042",14,"WALKING","tBodyGyro-std()-Y",0.00036693655
"4043",14,"WALKING_DOWNSTAIRS","tBodyGyro-std()-Y",0.014736703
"4044",14,"WALKING_UPSTAIRS","tBodyGyro-std()-Y",0.484850565
"4045",15,"LAYING","tBodyGyro-std()-Y",-0.98064475
"4046",15,"SITTING","tBodyGyro-std()-Y",-0.98692276
"4047",15,"STANDING","tBodyGyro-std()-Y",-0.98943128
"4048",15,"WALKING","tBodyGyro-std()-Y",-0.55013998
